E. I. N.,Name,In Care of Name,Address,City,State,Zip Code,Asset Amount,Income Amount,Form 990 Revenue Amount
660690058,GRACE MANOR CORPORATION                                               ,% MARTHA MCCRACKEN                 ,150 CALLE DEL PARQUE               ,SAN JUAN              ,PR,00911-1919,$1.00,$0.00,$0.00
660707365,GREEN HILLS ELDERLY INC                                               ,% RAMJEET MANOHAR                  ,UBR VILLA AUXERRE CALLE CARMEN 47  ,SAN GERMAN            ,PR,00683-0000,$1.00,$0.00,$0.00
660723005,GRUPO DE APOYO NINOS Y ADOLECENTES EN REUMATOLOGIA G A N A R          ,% G A N A R INC                    ,PO BOX 195206                      ,SAN JUAN              ,PR,00919-5206,"$10,603.00","$15,503.00","$15,208.00"
660485440,GURABO COMMUNITY HEALTH CENTER INC                                    ,                                   ,PO BOX 1277                        ,GURABO                ,PR,00778-1277,"$9,336,774.00","$12,559,747.00","$12,559,747.00"
660515156,HABITAT FOR HUMANITY INTERNATIONAL INC                                ,% ELVIN FERRER                     ,1357 AVENIDA ASHFORD PMB 135       ,SAN JUAN              ,PR,00907-1400,"$338,000.00","$99,382.00","$99,382.00"
660600202,HACIENDA DORADA BETHEL INC                                            ,% WANDA ROLON                      ,PO BOX 24                          ,TOA ALTA              ,PR,00954-9903,             ,             ,             
237360501,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA                   ,% MOIRA TAUBENFELD                 ,URB GARDEN HLS G1 CALLE GREENHILL  ,GUAYNABO              ,PR,00966-0000,             ,             ,             
660271454,HARVEY FOUNDATION INC                                                 ,% 1519 PONCE DE LEON               ,FIRST FEDERAL BLDG STE 507         ,SAN JUAN              ,PR,00909-0000,"$1,909,548.00","$111,549.00",             
208938918,HEALTHCARE FINANCIAL MANAGEMENT ASSOCIATION                           ,% HECTOR M VAZQUEZ                 ,19 CALLE PONCE                     ,HATO REY              ,PR,00917-5004,             ,             ,             
660618401,HEAVENLY KIDS INC                                                     ,                                   ,PO BOX 7560                        ,PONCE                 ,PR,00732-7560,"$79,114.00","$188,492.00","$188,492.00"
660488810,HERMANOS CARMELITAS TERESAS DE SAN JOSE INC                           ,                                   ,PO BOX 868                         ,CANOVANAS             ,PR,00729-0868,"$4,516,002.00","$686,821.00","$686,821.00"
666424048,HERMANOS FRANCISCANOS DE LA PROVIDENCIA INC                           ,                                   ,BOX 6801 CARR 642 KM 22            ,MANATI                ,PR,00674-0000,             ,             ,             
660741014,HH ELDERLY GROUP INC                                                  ,                                   ,PO BOX 6144                        ,MAYAGUEZ              ,PR,00681-6144,"$1,000.00",$0.00,$0.00
660581925,HIRE-NATIONAL INC                                                     ,% YANIRA E MORALES                 ,7 TABONUCO STE STE 120             ,GUAYNABO              ,PR,00968-0000,$0.00,$0.00,$0.00
260825403,HISPANIC ALLIANCE FOR NONPROFITS DEVELOPMENT AND SERVICES HANDS INC   ,% RAFAEL SANTIAGO                  ,148 CALLE NOGAL                    ,GUAYNABO              ,PR,00969-3934,$0.00,$0.00,$0.00
521860470,HISPANIC EDUCATIONAL TECHNOLOGY SERVICES INC                          ,% YUBELKYS MONTALVO                ,PO BOX 21345                       ,SAN JUAN              ,PR,00927-0000,"$73,039.00","$216,435.00","$216,435.00"
660708299,HOGAR ABRAZO DE AMOR INC                                              ,% JACKELINE RAMIREZ                ,PO BOX 144035                      ,ARECIBO               ,PR,00614-4035,"$197,019.00","$74,204.00","$74,204.00"
660469637,HOGAR ALBERGUE DE NINOS MALTRATADOS DE SAN GERMAN INC                 ,% RAFAEL A LUGO PADILLA            ,PO BOX 1375                        ,SAN GERMAN            ,PR,00683-1375,"$234,888.00","$733,007.00","$733,007.00"
660586357,HOGAR AURORA INC                                                      ,                                   ,5 CALLE JAZMIN                     ,AIBONITO              ,PR,00705-3346,"$1,594,770.00","$124,634.00","$124,634.00"
660314618,HOGAR CREA INC                                                        ,                                   ,PO BOX 547                         ,SAINT JUST            ,PR,00978-0547,"$34,598,642.00","$16,800,924.00","$14,803,486.00"
660479465,HOGAR CUNA DE SAN CRISTOBAL INC                                       ,% ERNESTO MELENDEZ PEREZ           ,HC 1 BOX 29030 PMB 428             ,CAGUAS                ,PR,00725-8900,"$2,187,114.00","$1,058,383.00","$1,058,383.00"
660477909,HOGAR DE AYUDA EL REFUGIO INC                                         ,% MARIA RAMOS ANDINO               ,PO BOX 3118                        ,CATANO                ,PR,00963-3118,"$406,910.00","$295,166.00",$0.00
660657632,HOGAR DE ENVEJECIENTES CIRIACO SANCHZ                                 ,% ERNESTINA DURAN                  ,PO BOX 1780                        ,MOCA                  ,PR,00676-1780,             ,             ,             
660604267,HOGAR DE ENVEJECIENTES DE GUAYANILLA II INC                           ,% JORGE D TORRES VEGA              ,PO BOX 7234                        ,POUNCE                ,PR,00732-7234,"$20,550.00",$0.00,$0.00
660604265,HOGAR DE ENVEJECIENTES DE GUAYAVILLE I INC                            ,% EFRAIN GONZALEZ DROZ             ,PO BOX 7234                        ,PONCE                 ,PR,00732-7234,"$20,550.00","$20,550.00","$20,550.00"
660450949,HOGAR DE ENVEJECIENTES IRMA FE POL MENDEZ                             ,                                   ,PO BOX 1185                        ,LARES                 ,PR,00669-1185,"$722,484.00","$338,493.00","$338,493.00"
660530257,HOGAR DE NINOS EL AVE MARIA                                           ,% SOR FLORENCIA SANTOS             ,PO BOX 607061                      ,BAYAMON               ,PR,00960-7061,"$274,284.00","$462,773.00","$462,773.00"
660532901,HOGAR DE NINOS FE AMOR Y ESPERANZA INC                                ,                                   ,PO BOX 691                         ,QUEBRADILLAS          ,PR,00678-0691,"$16,922.00","$49,761.00","$49,761.00"
660521136,HOGAR DE NINOS REGAZO DE PAZ INC                                      ,% MYRNA L VELEZ                    ,PO BOX 4721                        ,AGUADILLA             ,PR,00605-4721,"$126,444.00","$198,045.00","$198,045.00"
660518447,HOGAR DIVINO NINO JESUS INC                                           ,% JULIO PACHECO VAZQUEZ            ,PO BOX 2464                        ,TOA BAJA              ,PR,00951-2464,"$227,523.00","$322,503.00","$322,503.00"
660537959,HOGAR EL CAMINO A LA SALVACION INC II                                 ,% RAMON NEGRON AGOSTO              ,PO BOX 9267                        ,BAYAMON               ,PR,00960-9267,"$58,671.00","$101,853.00","$101,853.00"
660554184,HOGAR ESCUELA SOR MARIA RAFAELA                                       ,% SOR AIDA S ORTIZ RIVERA          ,PO BOX 3024                        ,BAYAMON               ,PR,00960-3024,"$869,921.00","$886,034.00","$886,034.00"
660481158,HOGAR FORJADORES DE ESPERANZA INC                                     ,% DAMARIS RIVERA DE SEIJO          ,PO BOX 4181                        ,BAYAMON               ,PR,00958-1181,"$492,864.00","$936,042.00","$936,042.00"
660509060,HOGAR FORTALEZA DEL CAIDO INC                                         ,% ANGELICA SEGARRA                 ,PO BOX 505                         ,LOIZA                 ,PR,00772-0505,"$522,870.00","$707,268.00","$707,268.00"
660554512,HOGAR INFANTIL DIVINO NINO JESUS INC                                  ,                                   ,PO BOX 1413                        ,LUQUILLO              ,PR,00773-1413,"$182,487.00","$83,375.00","$83,375.00"
660440089,HOGAR INFANTIL JESUS NAZARENO INC                                     ,                                   ,PO BOX 1671                        ,ISABELA               ,PR,00662-1671,             ,             ,             
660514199,HOGAR INFANTILE SANTA TERESITA DEE NINA JESUS INC                     ,                                   ,PO BOX 140057                      ,ARECIBO               ,PR,00614-0057,"$698,325.00","$254,501.00","$254,501.00"
660554057,HOGAR MANUEL MEDIAVILLA NEGRON INC                                    ,% DINORAH COLON                    ,PO BOX 9321                        ,HUMACAO               ,PR,00792-9321,"$4,948,306.00","$429,485.00",             
660470812,HOGAR NUEVA MUJER INC                                                 ,% VILMARE RIVERA                   ,PO BOX 927                         ,CAYEY                 ,PR,00737-0000,"$419,993.00","$687,517.00","$687,517.00"
660401233,HOGAR NUEVO PACTO INC                                                 ,                                   ,PO BOX 1204                        ,JUNCOS                ,PR,00777-1204,"$2,188,302.00","$690,027.00","$690,027.00"
660556469,HOGAR PADRE VENARD INC                                                ,% RAMON JAIME CASELLAS             ,PO BOX 9020274                     ,SAN JUAN              ,PR,00902-0274,"$1,865,462.00","$75,508.00","$75,508.00"
660360384,HOGAR PAZ DE CRISTO INC                                               ,% MELBA CINTRON DIR                ,LLANOS DEL SUR CALLE CLAVELES 47-74,JUANA DIAZ            ,PR,00795-0000,"$159,809.00","$373,419.00","$373,419.00"
660448888,HOGAR POSADA LA VICTORIA INC                                          ,                                   ,PO BOX 6789                        ,BAYAMON               ,PR,00960-5789,"$266,259.00","$324,245.00","$324,245.00"
660401621,HOGAR RESURRECCION INC BO SAN ANTONIO KM3 HO                          ,                                   ,PO BOX 8608                        ,CAGUAS                ,PR,00726-8608,"$1,019,960.00","$313,189.00","$313,189.00"
660413881,HOGAR RUTH INC                                                        ,                                   ,PO BOX 538                         ,VEGA ALTA             ,PR,00692-0538,"$446,127.00","$897,279.00","$897,279.00"
660530256,HOGAR SANTISIMA TRINIDAD INC                                          ,                                   ,PO BOX 607071 PMB 326              ,BAYAMON               ,PR,00960-7071,"$427,292.00","$496,180.00","$496,180.00"
660445221,HOGAR UN NUEVO CAMINO INC                                             ,% RAFAEL RODRIGUEZ LOPEZ           ,PO BOX 2037                        ,GUAYAMA               ,PR,00785-2037,"$533,262.00","$734,519.00","$734,519.00"
010709908,HOGARES AMPARO INC                                                    ,% CARMEN M CRUZ RIVERA             ,800 HIOODROMO ST STE 105           ,SAN JUAN              ,PR,00909-0000,"$3,191.00",$0.00,             
660611886,HOGARES HOREB INC                                                     ,% SANTA RUIZ                       ,LA RAMBLA CALLE SAN JUDAS NO3061   ,PONCE PUERTO RICO     ,PR,00730-0000,$0.00,$0.00,$0.00
660571402,HOLY ORTHODOX CHRISTIAN CHURCH OF PUERTO RICO INC                     ,% MONS OMAR JAHEN                  ,1129TH AVE MUNOZ RIVERA STE 1      ,PONCE                 ,PR,00717-0635,             ,             ,             
660676948,HOME FOR THE ELDERLY LAS CARMELITAS CORP                              ,% JOSE L MEDIAVILLA                ,PO BOX 11952                       ,SAN JUAN              ,PR,00922-1952,$1.00,$0.00,$0.00
660606616,HOME VILLAGE CORP                                                     ,% TOMAS ESPADA MANGUAL             ,85 CALLE PONCE                     ,HATO REY              ,PR,00917-5007,$1.00,$1.00,             
660709388,HORIZON I INC                                                         ,% ANNIE MARTIN                     ,1802 COND MUNDO FELIZ ISLA VERDE   ,CAROLINA              ,PR,00979-0000,             ,             ,             
660638229,HOSANNA COMMUNITY DEVELOPMENT CENTER INC                              ,% ROSA M IRIZARRY                  ,470 CALLE LA CIMA                  ,ISABELA               ,PR,00662-4339,$0.00,$0.00,$0.00
660486907,HOSPITAL AUXILIO MUTUO INC                                            ,% JOSE LUIS SUAREZ                 ,PO BOX 191227                      ,SAN JUAN              ,PR,00919-1227,"$99,616,983.00","$206,877,387.00","$206,877,387.00"
660571457,HOSPITAL COMUNITARIO BUEN SAMARITANO INC                              ,% HOSPITAL BUEN SAMARITANO         ,PO BOX 4055                        ,AGUADILLA             ,PR,00605-4055,"$34,843,462.00","$39,174,167.00","$39,174,167.00"
660183310,HOSPITAL DAMAS INC                                                    ,                                   ,2213 PONCE BE PASS                 ,PONCE                 ,PR,00717-1318,             ,             ,             
660227304,HOSPITAL DE LA CONCEPCION INC                                         ,                                   ,PO BOX 285                         ,SAN GERMAN            ,PR,00683-0285,"$75,523,573.00","$64,134,415.00","$64,134,415.00"
660712271,HOSPITAL EPISCOPAL SAN LUCAS DEL ESTE INC                             ,% JOSE MARTINO                     ,PO BOX 332031                      ,PONCE                 ,PR,00733-2031,$0.00,$0.00,$0.00
660558342,HOSPITAL EPISCOPAL SAN LUCAS GUAYAMA INC                              ,% DAVID A ALVAREZ JIMENEZ          ,PO BOX 10011                       ,GUAYAMA               ,PR,00785-4011,$0.00,$0.00,$0.00
660592942,HOSPITAL EPISCOPAL SAN LUCAS INC                                      ,% GUILLERMO J MARTIN               ,PO BOX 2027                        ,PONCE                 ,PR,00733-0000,$0.00,$0.00,$0.00
660352014,HOSPITAL GENERAL DE CASTANER INC                                      ,                                   ,PO BOX 1003                        ,CASTANER              ,PR,00631-1003,"$6,186,690.00","$10,327,807.00","$10,327,807.00"
660540290,HOUSING DEVELOPMENT C O R P TOA BAJA C D                              ,% ERNESTO ORTEGA ROBLES            ,PO BOX 51511                       ,TOA BAJA              ,PR,00950-1511,"$6,167,097.00","$150,078.00","$150,078.00"
660437924,HPM FOUNDATION INC                                                    ,% JULIO GOMEZ                      ,2016 AVE BORINQUEN                 ,SAN JUAN              ,PR,00915-3823,"$15,405,613.00","$5,297,693.00","$5,297,693.00"
660329776,HUMANE SOCIETY OF PUERTO RICO INC                                     ,% BELINDA SOARS                    ,PO BOX 2387                        ,GUAYNABO              ,PR,00970-2387,"$673,379.00","$1,409,043.00","$1,347,392.00"
660560827,I C C JESUS MANATIAL DE VIDA                                          ,% RAMIRO RIOS                      ,137 BO CANTERA                     ,MANATI                ,PR,00674-4847,             ,             ,             
660582747,IEM AGUA Y SOL DE JUSTICIA                                            ,% ROBERT L RANSOM                  ,HC 1 BOX 8155                      ,MARICAO               ,PR,00606-9403,             ,             ,             
311392381,IEM AL AMPARO DE LA ROCA                                              ,                                   ,HC 3 BOX 7935                      ,LAS PIEDRAS           ,PR,00771-9348,             ,             ,             
660599351,IEM BELEN DE JUDEA INC                                                ,                                   ,160 REPARTO MENDEZ                 ,CAMUY                 ,PR,00627-2864,             ,             ,             
660634431,IEM JEHOVA SAMA                                                       ,                                   ,PO BOX 50237                       ,TOA BAJA              ,PR,00950-0237,             ,             ,             
660617445,IEM JESUS EL CAMINO                                                   ,                                   ,URB EL CORTIJO EE 17 CALLE 8A      ,BAYAMON               ,PR,00956-0000,             ,             ,             
660716351,IEM ROSA DE SARON                                                     ,                                   ,HC 2 BOX 4638                      ,SABANA HOYOS          ,PR,00688-9575,             ,             ,             
660737189,IFD INC                                                               ,% OSCAR CUCURULLO                  ,PO BOX 363063                      ,SAN JUAN              ,PR,00936-3063,$0.00,$0.00,$0.00
660549192,IGL AD PHILADELPHIA DE CUPEY                                          ,% DIXIE COLON                      ,546 CALLE JUAN R JIMENEZ           ,SAN JUAN              ,PR,00926-4419,             ,             ,             
660539332,IGL ASAMBLEAS DE DIOS ELOHIM                                          ,                                   ,PO BOX 2012                        ,TOA BAJA              ,PR,00951-2012,             ,             ,             
660430211,IGL ASAMBLEAS DE DIOS URBANIZACION MONTE BRISA                        ,                                   ,B19 CALLE H                        ,FAJARDO               ,PR,00738-3352,             ,             ,             
660543504,IGL CRISTIANA HERMANOS UNIDOS EN-EL CAMINO                            ,                                   ,BALDORIOTY 92                      ,PONCE                 ,PR,00717-4702,             ,             ,             
660636699,IGL EL SHADDAI AD                                                     ,                                   ,44-20 CALLE 53                     ,BAYAMON               ,PR,00957-3855,             ,             ,             
660540146,IGL PENT ASAMBLEAS DE DIOS ARCA DE SALVACION ARECIBO                  ,% ALADINO LAUREANO RIVERA          ,PO BOX 274                         ,BAJADERO              ,PR,00616-0274,             ,             ,             
660524624,IGL PENT JUAN 3 16 ASAMBLEA DE DIOS                                   ,% ESTEBAN VERGARA CRESPO           ,117 CALLE OLSO                     ,CAGUAS                ,PR,00725-0000,             ,             ,             
660593221,IGLESIA A D EL SHADDAI I INC                                          ,% SONIA FUENTES SILVA              ,CALLE CAMARON 3418 3RA SECCION     ,LEVITTOWN             ,PR,00949-0000,             ,             ,             
660637093,IGLESIA AD JOSUE 1 9                                                  ,                                   ,PO BOS 1181                        ,PENUELAS              ,PR,00624-0000,             ,             ,             
660493015,IGLESIA ASAMBLEAS DE DIOS DE IRLANDA HEIGHTS INC                      ,                                   ,PO BOX 1229                        ,BAYAMON               ,PR,00960-1229,             ,             ,             
660688514,IGLESIA AVANZADA DE SION                                              ,% NIVIA PEREZ MEZINA               ,518 CALLE E HERNANDEZ              ,CAYE                  ,PR,00736-3143,             ,             ,             
660490287,IGLESIA BAUTISTA BETHEL DE P R                                        ,                                   ,PO BOX 1603                        ,CANOVANAS             ,PR,00729-1603,             ,             ,             
660569991,IGLESIA BAUTISTA LUZ DEL MUNDO QUEBRADA GRANDE                        ,                                   ,PO BOX 1662                        ,TRUJILLO ALTO         ,PR,00977-1662,             ,             ,             
660528531,IGLESIA CAHISMATICA CRISTIANA MONTE SANTO DE SION INC                 ,% JOSE V RIVERA ROA REV            ,HC 01 BOX 10054                    ,HATILLO               ,PR,00659-9200,             ,             ,             
660665758,IGLESIA CAMINO AL ALTISIMO INC                                        ,% CARMEN L QUINONES                ,URB FAJARDO GARDENS CALLE CEDRO 395,FAJARDO               ,PR,00738-0000,             ,             ,             
660491958,IGLESIA CARISMATICA BETHEL INC                                        ,% REV ETIENNE ESTREMERA            ,CARR 132 KM 14 4 BO TALLABOA ALTA  ,PENUELAS              ,PR,00624-0000,             ,             ,             
660518784,IGLESIA CARISMATICA CRISTIANA                                         ,% RUBEN TORRES RIVERA              ,PO BOX 503                         ,HATILLO               ,PR,00659-0503,             ,             ,             
660427218,IGLESIA CARISMATICA CRISTIANOS RENOVADOS INC                          ,% PEDRO RODRIGUEZ                  ,BO TORUGO CARRETERA 873            ,RIO PIEDRAS           ,PR,00926-0000,             ,             ,             
660381247,IGLESIA CARISMATICA DE ADJUNTAS INC                                   ,% REV NILDA PEREZ DIAZ             ,4 BO GARZAS                        ,ADJUNTAS              ,PR,00601-0000,             ,             ,             
660441600,IGLESIA CARISMATICA DE COROZAL INC                                    ,% REINALDO COLON SIFONTE REV       ,CARR 618 BO CUCHILLAS KM 7 3       ,COROZAL               ,PR,00783-0000,             ,             ,             
660458129,IGLESIA CARISMATICA DE JUANA DIAZ INC                                 ,% REINALDO RAMIREZ                 ,CALLE DR VEVE 3                    ,JUANA DIAZ            ,PR,00795-1657,             ,             ,             
660422002,IGLESIA CARISMATICA DE PONCE INC                                      ,% IGLESIA CRISTIANA CARISMATICA    ,PO BOX 8061                        ,PONCE                 ,PR,00732-8061,             ,             ,             
660528536,IGLESIA CARISMATICA DIOS CON NOSOTROS INC                             ,% JOSE F CASILLAS                  ,PO BOX 1453                        ,VEGA ALTA             ,PR,00692-1453,             ,             ,             
660463753,IGLESIA CARISMATICA EL CAMINO INC                                     ,% LUIS MALDONADO REV               ,953 CALLE JUAN PENA REYES          ,RIO PIEDRAS           ,PR,00924-2951,             ,             ,             
660442690,IGLESIA CARISMATICA EL CONSOLADOR INC                                 ,% FRANCISCO JAVIER ACABA           ,ROBERTO CLEMENTE CARR 130 KM 10    ,HATILLO               ,PR,00659-0000,             ,             ,             
911906266,IGLESIA CARISMATICA EL NUEVO NACIMIENTO INC                           ,% ROBERTO FIGUEROA                 ,BO DOMINGUITO                      ,ARECIBO               ,PR,00612-0000,             ,             ,             
660442157,IGLESIA CARISMATICA FILADELFIA INC                                    ,% REINALDO DEYNES                  ,CALLE 7 100 SANTA CATALINA         ,BAYAMON               ,PR,00956-0000,             ,             ,             
660442768,IGLESIA CARISMATICA JEHOVA JUSTICIA NUESTRA INC                       ,% MARIA M RIVERA                   ,BO HIGUILLAR                       ,DORADO                ,PR,00961-0000,             ,             ,             
660483973,IGLESIA CARISMATICA JESUCRISTO EL SALVADOR INC                        ,% MARTIN TORRES                    ,PARCELA 640 BO HATILLO             ,VILLALBA              ,PR,00766-0000,             ,             ,             
660442156,IGLESIA CARISMATICA JESUS DE NAZARET INC                              ,% ANGEL D NUNEZ                    ,PO BOX 1129                        ,ADJUNTAS              ,PR,00601-1129,             ,             ,             
660444051,IGLESIA CARISMATICA LIBERADOS POR CRISTO INC                          ,% JOSE M SANTIAGO                  ,HC 2 BOX 8030                      ,CAMUY                 ,PR,00627-9135,             ,             ,             
660453740,IGLESIA CARISMATICA PASTILLO CANAS INC                                ,% CELESTINO RIVERA                 ,CALLE LIBRADO NET 26 PASTILLO CANAS,PONCE                 ,PR,00731-1148,             ,             ,             
660407923,IGLESIA CARISMATICA RIOS DE AGUA VIVA INC                             ,% FULGENCIO ORTIZ                  ,CALLE ESTRELLA BDA SANDIN          ,VEGA BAJA             ,PR,00694-0000,             ,             ,             
660690686,IGLESIA CRISTIANA AD BAYAMON GARDEN STATION                           ,% JOEL F CHEVRES                   ,PO BOX 3591                        ,BAYAMON               ,PR,00958-0591,             ,             ,             
660530927,IGLESIA CRISTIANA ASAMBLEAS DE DIOS                                   ,% REV G FELICIANO                  ,HC 2 BOX 6485                      ,ADJUNTAS              ,PR,00601-9606,             ,             ,             
660765425,IGLESIA CRISTIANA BETHEL-PONCE INC                                    ,% LUIS GARCIA VAZQUEZ              ,PO BOX 334146                      ,PONCE                 ,PR,00733-4146,             ,             ,             
660527962,IGLESIA CRISTIANA CARISMATICA CUERPO DE CRISTO DE CIALES INC          ,% CESAR A PABON                    ,PO BOX 935                         ,CIALES                ,PR,00638-0935,             ,             ,             
660508597,IGLESIA CRISTIANA CARISMATICA DE CAGUANA INC                          ,% MIGUEL A LOPEZ BALAGUER          ,HC 3 BOX 13863                     ,UTUADO                ,PR,00641-9730,             ,             ,             
660415750,IGLESIA CRISTIANA CARISMATICA DE LEVITTOWN INC                        ,% HECTOR PEREZ REV                 ,PO BOX 50445                       ,LEVITTOWN             ,PR,00950-0445,             ,             ,             
660504690,IGLESIA CRISTIANA CARISMATICA EL NUEVO NACIMIENTO INC                 ,% ROBERTO FIGUEROA BURGOS          ,HC-02 BOX 16520                    ,ARECIBO               ,PR,00612-9042,             ,             ,             
660500520,IGLESIA CRISTIANA CARISMATICA FARO DE LUZ                             ,% ROBERTO MALDONADO DELGADO        ,PO BOX 1276                        ,TOA ALTA              ,PR,00954-1276,             ,             ,             
660524567,IGLESIA CRISTIANA CARISMATICA GUAYABAL INC                            ,% JULIAN A TORRES DE JESUS         ,CARR 149 INT 552                   ,BO GUAYABAL JUANA DIAZ,PR,00795-0000,             ,             ,             
260032593,IGLESIA CRISTIANA CASA DE ORACION Y ADORACION                         ,% LUGO BARRIOS LEIDA               ,CALLE FRANCISCO MARIANO QUINONEZ   ,SAN GERMAN            ,PR,00683-0000,             ,             ,             
660502451,IGLESIA CRISTIANA DISCIPULOS DE CRISTO EN VEGA ALTA                   ,% VICTOR M SEVILLA                 ,PO BOX 247                         ,VEGA ALTA             ,PR,00692-0247,             ,             ,             
660537964,IGLESIA CRISTIANA DISCIPULOS DE CRISTO METROPOLITANA                  ,                                   ,PO BOX 362434                      ,SAN JUAN              ,PR,00936-2434,             ,             ,             
660515369,IGLESIA CRISTIANA EL REDENTOR AD STELLA COMMUNITY                     ,                                   ,2763 CALLE 8                       ,RINCON                ,PR,00677-2480,             ,             ,             
660450087,IGLESIA CRISTIANA EL SENDERO DE LA CRUZ INC                           ,                                   ,PO BOX 361444                      ,SAN JUAN              ,PR,00936-1444,             ,             ,             
660468007,IGLESIA CRISTIANA EL SHADDAI INC                                      ,                                   ,PO BOX 427                         ,SABANA GRANDE         ,PR,00637-0427,             ,             ,             
660708754,IGLESIA CRISTIANA MANANTIAL DE AMOR                                   ,                                   ,UNB CAMPO REAL 24                  ,LAS PIEDRAS           ,PR,00771-0000,             ,             ,             
660572549,IGLESIA CRISTIANA MISIONERA EL SHADDAI                                ,                                   ,PO BOX 1086                        ,BARCELONETA           ,PR,00617-1086,             ,             ,             
660508256,IGLESIA CRISTIANA RESTAURADORES                                       ,                                   ,PO BOX 634                         ,MOCA                  ,PR,00676-0634,             ,             ,             
800589789,IGLESIA CRISTIANA RESTAURANDO AL CAIDO INC                            ,                                   ,PO BOX 1544                        ,DORADO                ,PR,00646-1544,             ,             ,             
660534100,IGLESIA CRISTIANA TORRE FUERTE                                        ,% ENRIQUE LOPEZ PASTOR             ,PO BOX 794                         ,JUNCOS                ,PR,00777-0794,             ,             ,             
660542190,IGLESIA CRISTO EN EL PINAR A D INC                                    ,                                   ,154A BO JUAN SANCHEZ               ,BAYAMON               ,PR,00959-2159,             ,             ,             
660497143,IGLESIA DE DIOS PENTECOSTAL M I MOVIMIENTO INTERNACIONAL              ,                                   ,PO BOX 21065                       ,SAN JUAN              ,PR,00928-1065,"$28,845.00","$52,201.00","$52,201.00"
660624078,IGLESIA DE DIOS REFUGIO DE SALVACION                                  ,                                   ,PO BOX 7277                        ,CAROLINA              ,PR,00986-7277,             ,             ,             
660552384,IGLESIA DE PENTECOSTAL DE RENOVACION CHRISTIANA INC                   ,% JOHNNY CARION ESPINO             ,PO BOX 1712                        ,LARES                 ,PR,00669-1712,             ,             ,             
660608240,IGLESIA DE RESTAURACION CASA DE ADORACION Y DE PAN INC                ,                                   ,PO BOX 330461                      ,PONCE                 ,PR,00733-0461,             ,             ,             
660716353,IGLESIA DE RESTAURACION JEHOVA YIREH                                  ,                                   ,HC 72 BOX 3766-306                 ,NARANJITO             ,PR,00719-0000,             ,             ,             
660507134,IGLESIA DESARROLLADORA CRISTOCENTRICO HNC FUNDACION                   ,% DRA OLG I MELENDEZ-LOPEZ         ,PO BOX 195035                      ,SAN JUAN              ,PR,00919-5035,             ,             ,             
660542490,IGLESIA EL BUEN PASTOR ASAMBLEAS DE DIOS                              ,                                   ,HC 01 BOX 6950                     ,BAJADERO              ,PR,00616-9801,             ,             ,             
660665458,IGLESIA EL REINO DE LA FE                                             ,                                   ,PO BOX 1895                        ,HATILLO               ,PR,00659-8895,             ,             ,             
660197834,IGLESIA EPISCOPAL PUERTORRIQUENA INC                                  ,                                   ,PO BOX 902                         ,SAINT JUST            ,PR,00978-0902,             ,             ,             
660555240,IGLESIA EVANGELICA AD                                                 ,% REV JUANITA ALDEBOL              ,HC 7 BOX 25266                     ,MAYAGUEZ              ,PR,00680-9041,             ,             ,             
660582741,IGLESIA EVANGELICA JESUCRISTO EL CAMINO                               ,                                   ,HC 1 BOX 6443                      ,MOCA                  ,PR,00676-9622,             ,             ,             
660574398,IGLESIA EVANGELICA LUTERANA CRISTO EL SENOR                           ,% MARGARITA MARTINEZ               ,PO BOX 370866                      ,CAYEY                 ,PR,00737-0866,             ,             ,             
660528945,IGLESIA EVANGELICA LUTERANA RECONCILIACION INC                        ,                                   ,PO BOX 51163                       ,LEVITTOWN             ,PR,00950-1163,             ,             ,             
311390717,IGLESIA EVANGELICA MISIONERA DISTRITO DE PUERTO RICO                  ,                                   ,PO BOX 71325                       ,SAN JUAN              ,PR,00936-8425,             ,             ,             
311624711,IGLESIA EVANGELICA MISIONERA FE Y OBRA                                ,                                   ,PO BOX 9458                        ,ARECIBO               ,PR,00613-9458,             ,             ,             
043700254,IGLESIA EVANGELICA MISIONERA FUERZA AGAPE                             ,% ROBERT RANSOM                    ,PO BOX 580                         ,SAN ANTONIO           ,PR,00690-0580,             ,             ,             
660735810,IGLESIA EVANGELICA MISIONERA JEHOVA SAMA II                           ,                                   ,PO BOX 50237                       ,TOA BAJA              ,PR,00950-0237,             ,             ,             
660402945,IGLESIA FE ES LA VICTORIA INC                                         ,                                   ,PO BOX 9101                        ,SANTURCE              ,PR,00908-0101,             ,             ,             
660526772,IGLESIA FILADELFIA ASAMBLEAS DE DIOS INC                              ,% HECTOR M CANDELARIA              ,PO BOX 1176                        ,FLORIDA               ,PR,00650-1176,             ,             ,             
660643683,IGLESIA JESUCRISTO ES EL SENOR EN AGUAS BUENAS                        ,% SAMUEL RIOS-HERNANDEZ            ,HC 4 BOX 8749                      ,AGUAS BUENAS          ,PR,00703-8855,             ,             ,             
690012190,IGLESIA JUAN 3-16 AD                                                  ,% DAVID URBINA                     ,PO BOX 1194                        ,CABO ROJO             ,PR,00623-1194,             ,             ,             
660593862,IGLESIA LA ROCA INCONMOVIBLE INC                                      ,% TERESA A RIVERA VIERA            ,PO BOX 437                         ,AGUADA                ,PR,00602-0437,             ,             ,             
